Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Stress,Type_Encoded,Type_H,Type_L,Type_M,Wear_Stress_Index,Failure_Probability,Risk_Category
L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,10.399999999999975,71788.0,1,False,True,False,6026.0,0.0,Low
L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,10.400000000000034,67443.2,1,False,True,False,5604.3,0.0052998262127181795,Low
L,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,10.400000000000034,73059.2,1,False,True,False,6473.599999999999,0.0,Low
M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,10.5,60477.5,2,False,False,True,5142.5,0.0015217937154329785,Low
L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,10.599999999999966,69303.6,1,False,True,False,6026.400000000001,0.0012187207216085066,Low
M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,10.599999999999966,74046.0,2,False,False,True,6501.6,0.0016352535205530355,Low
L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,10.600000000000025,55212.3,1,False,True,False,4527.900000000001,0.0017858690378002187,Low
L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,10.599999999999966,50294.4,1,False,True,False,4087.2,0.0005276165852503668,Low
L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,10.599999999999966,72155.4,1,False,True,False,6636.7,0.0,Low
H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,10.599999999999966,73493.7,0,True,False,False,7465.5,0.0,Low
L,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,10.599999999999966,55071.9,1,False,True,False,4914.0,0.0017858690378002187,Low
H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,10.5,78248.8,0,True,False,False,8846.6,0.01,Low
L,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,10.5,67352.1,1,False,True,False,7158.900000000001,0.0,Low
L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,10.5,33142.0,1,False,True,False,2175.4,0.8289173481860448,Critical
H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,10.5,72608.4,0,True,False,False,7519.799999999999,0.004071966703545651,Low
L,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,10.5,60728.8,1,False,True,False,6427.200000000001,0.00017396177072671716,Low
M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,10.5,71930.40000000001,2,False,False,True,7773.6,0.0,Low
M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,10.5,48401.0,2,False,False,True,4669.0,0.050818997291188425,Low
M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,10.600000000000025,44274.6,2,False,False,True,3985.2,0.0031677666219397872,Low
L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,10.5,57075.2,1,False,True,False,6546.400000000001,0.00017396177072671716,Low
L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,10.5,55501.4,1,False,True,False,6067.099999999999,0.0004623250136472844,Low
M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,10.5,63623.00000000001,2,False,False,True,7301.700000000001,0.004468910414148889,Low
L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,10.399999999999975,63387.6,1,False,True,False,7029.599999999999,0.00017396177072671716,Low
L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,10.5,47819.5,1,False,True,False,5192.0,0.019739209536032656,Low
M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,10.5,61630.8,2,False,False,True,7226.8,0.004468910414148889,Low
M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,10.400000000000034,58293.2,2,False,False,True,6914.200000000001,0.0003969437106032378,Low
M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,10.5,57521.8,2,False,False,True,6660.8,0.0003969437106032378,Low
L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,10.399999999999975,75225.0,1,False,True,False,9537.0,0.0,Low
M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,10.399999999999975,56710.5,2,False,False,True,7276.5,0.0074956459786236366,Low
L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,10.400000000000034,71334.90000000001,1,False,True,False,9734.4,0.0003017891029495589,Low
M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,10.399999999999975,66943.8,2,False,False,True,8555.4,0.0031029776917657027,Low
H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,10.399999999999975,59259.600000000006,0,True,False,False,7328.400000000001,0.014183811285305957,Low
M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,10.399999999999975,72312.0,2,False,False,True,10584.8,0.005,Low
M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,10.5,64461.9,2,False,False,True,9286.5,0.06429473645807912,Low
L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,10.5,49680.0,1,False,True,False,5740.8,0.12331986262062217,Low
H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,10.5,50150.7,0,True,False,False,6489.0,0.21656190731192815,Low
L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,10.5,76283.2,1,False,True,False,11954.0,0.65483781341234,High
H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,10.399999999999975,73150.4,0,True,False,False,0.0,0.006889480556379073,Low
L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,10.399999999999975,42683.1,1,False,True,False,109.5,0.0008262457271890405,Low
L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,10.399999999999975,72510.90000000001,1,False,True,False,357.7,0.010123562211479609,Low
M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,10.399999999999975,68726.9,2,False,False,True,425.7,0.011091234710488318,Low
L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,10.399999999999975,55820.4,1,False,True,False,434.4,5.779140957502456e-05,Low
L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,10.399999999999975,68150.0,1,False,True,False,700.0,0.0008080343478001953,Low
L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,10.5,59408.4,1,False,True,False,595.2,5.779140957502456e-05,Low
M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,10.5,67360.8,2,False,False,True,914.4,0.004712752949396638,Low
M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,10.5,60060.600000000006,2,False,False,True,768.6,5.779140957502456e-05,Low
M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,10.5,65511.600000000006,2,False,False,True,1108.8000000000002,0.016476407885420263,Low
L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,10.599999999999966,78053.4,1,False,True,False,1668.6,0.0,Low
L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,10.599999999999966,47033.4,1,False,True,False,748.2,0.0023108874650508353,Low
L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,10.600000000000025,60561.600000000006,1,False,True,False,1261.7,5.779140957502456e-05,Low
L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,10.599999999999966,70562.7,1,False,True,False,1613.7,0.003970143819626111,Low
L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,10.599999999999966,46530.0,1,False,True,False,987.0,0.0032038652809347336,Low
M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,10.600000000000025,64766.6,2,False,False,True,1639.1,5.779140957502456e-05,Low
M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,10.599999999999966,66465.0,2,False,False,True,1800.0,0.0427543460703352,Low
M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,10.600000000000025,48792.0,2,False,False,True,1225.5,0.001361346876059759,Low
M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,10.600000000000025,67888.8,2,False,False,True,2318.4,0.0008080343478001953,Low
L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,10.599999999999966,70527.59999999999,1,False,True,False,2685.2,0.0005669581291628741,Low
L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,10.599999999999966,63546.0,1,False,True,False,2269.5,0.002524517440672501,Low
M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,10.699999999999989,64883.0,2,False,False,True,2411.5,0.007296480019630455,Low
L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,10.699999999999989,53497.2,1,False,True,False,1831.2000000000005,0.0005276165852503668,Low
L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,10.599999999999966,60520.0,1,False,True,False,2465.0,0.002524517440672501,Low
H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,10.699999999999989,54022.2,0,True,False,False,2148.0,5.779140957502456e-05,Low
L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,10.699999999999989,70807.2,1,False,True,False,3178.5,0.0018127564774816135,Low
L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,10.600000000000025,54119.99999999999,1,False,True,False,2197.6,0.0005276165852503668,Low
H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,10.599999999999966,60095.0,0,True,False,False,2932.5,0.002985235132613368,Low
L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,10.699999999999989,39939.9,1,False,True,False,1546.6,0.0010342650623022943,Low
H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,10.599999999999966,52550.4,0,True,False,False,2447.2000000000003,0.0005276165852503668,Low
M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,10.699999999999989,55618.7,2,False,False,True,3248.1,0.0005804898736623702,Low
L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,10.599999999999966,66592.40000000001,1,False,True,False,3998.4,0.0031489466063488,Low
L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,10.699999999999989,52976.00000000001,1,False,True,False,3027.2000000000003,5.779140957502456e-05,Low
L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,10.699999999999989,58138.6,1,False,True,False,3335.2,5.779140957502456e-05,Low
L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,10.699999999999989,60466.5,1,False,True,False,3645.0,5.779140957502456e-05,Low
M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,10.800000000000011,63936.00000000001,2,False,False,True,3974.4,5.779140957502456e-05,Low
L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,10.800000000000011,51223.600000000006,1,False,True,False,3002.0,0.0005276165852503668,Low
L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,10.800000000000011,45509.4,1,False,True,False,2541.4,0.0023108874650508353,Low
L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,10.800000000000011,70122.0,1,False,True,False,4603.5,0.0,Low
M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,10.699999999999989,52840.2,2,False,False,True,3252.2000000000003,0.0005276165852503668,Low
M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,10.700000000000044,59135.2,2,False,False,True,4014.4,5.779140957502456e-05,Low
L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,10.800000000000011,63272.3,1,False,True,False,4376.3,5.779140957502456e-05,Low
L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,10.700000000000044,57892.0,1,False,True,False,4469.0,0.0005804898736623702,Low
L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,10.699999999999989,55036.8,1,False,True,False,3896.1,5.779140957502456e-05,Low
L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,10.700000000000044,63992.7,1,False,True,False,4644.3,5.779140957502456e-05,Low
L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,10.800000000000011,57868.8,1,False,True,False,4048.000000000001,5.779140957502456e-05,Low
L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,10.700000000000044,51041.6,1,False,True,False,3556.8,0.0007356359203636206,Low
L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,10.600000000000025,53187.2,1,False,True,False,4188.8,5.779140957502456e-05,Low
M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,10.600000000000025,59910.4,2,False,False,True,4452.799999999999,0.0002807733494515453,Low
M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,10.600000000000025,71409.59999999999,2,False,False,True,6361.2,0.0003017891029495589,Low
L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,10.699999999999989,40257.0,1,False,True,False,2667.0,0.0010342650623022943,Low
M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,10.600000000000025,64549.8,2,False,False,True,5456.7,5.779140957502456e-05,Low
L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,10.600000000000025,74033.7,1,False,True,False,7035.599999999999,0.0,Low
L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,10.599999999999966,60305.2,1,False,True,False,5735.2,0.0005804898736623702,Low
L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,10.600000000000025,51470.5,1,False,True,False,4229.6,0.002255694213475561,Low
L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,10.699999999999989,59275.6,1,False,True,False,5395.8,5.779140957502456e-05,Low
L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,10.699999999999989,53257.4,1,False,True,False,4886.0,0.0017858690378002187,Low
L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,10.800000000000011,68963.40000000001,1,False,True,False,6901.2,0.0012187207216085066,Low
L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,10.800000000000011,44224.4,1,False,True,False,3643.2,0.0023108874650508353,Low
H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,10.700000000000044,53235.0,0,True,False,False,4745.0,0.0011551321291991474,Low
M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,10.800000000000011,51849.2,2,False,False,True,5103.799999999999,0.000685306953523805,Low
H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,10.800000000000011,45946.6,0,True,False,False,3988.6,0.0031677666219397872,Low
M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,10.800000000000011,38777.7,2,False,False,True,2909.7000000000003,0.006150435423453986,Low
L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,10.800000000000011,68296.2,1,False,True,False,7824.599999999999,0.0005226984640873456,Low
M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,10.899999999999975,63966.0,2,False,False,True,6888.0,0.0003969437106032378,Low
L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,11.0,58940.7,1,False,True,False,5961.900000000001,0.0004623250136472844,Low
M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,11.0,53460.0,2,False,False,True,6084.0,0.0003969437106032378,Low
M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,11.0,74051.2,2,False,False,True,10904.8,0.015,Low
L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,11.0,56062.8,1,False,True,False,6264.999999999999,0.00017396177072671716,Low
M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,10.899999999999975,65714.6,2,False,False,True,9044.7,0.0,Low
M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,10.899999999999975,66371.4,2,False,False,True,8262.0,0.0031029776917657027,Low
M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,10.800000000000011,40177.4,2,False,False,True,3550.2,0.0035462816726790345,Low
L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,10.800000000000011,51792.00000000001,1,False,True,False,6175.200000000001,0.00017396177072671716,Low
L,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,10.800000000000011,48958.4,1,False,True,False,5564.8,0.0017220972468234938,Low
L,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,10.800000000000011,54679.8,1,False,True,False,6251.0,0.0006437869464020594,Low
L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,10.899999999999975,57610.0,1,False,True,False,6720.0,0.00017396177072671716,Low
L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,10.900000000000034,67434.8,1,False,True,False,9059.8,0.0018591554038742506,Low
H,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,10.899999999999975,59808.0,0,True,False,False,8232.0,0.005534479648822373,Low
L,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,11.0,71864.0,1,False,True,False,10452.0,0.023060104236840635,Low
L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,10.900000000000034,75454.2,1,False,True,False,10840.2,0.07766498797479394,Low
M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,11.0,50786.3,2,False,False,True,0.0,0.0005276165852503668,Low
L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,10.900000000000034,60089.7,1,False,True,False,125.1,0.0020018189765851555,Low
M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,11.0,60940.0,2,False,False,True,220.0,0.004096879541251652,Low
M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,11.0,54009.6,2,False,False,True,278.4,5.779140957502456e-05,Low
M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,11.100000000000025,62102.8,2,False,False,True,470.8,0.0010910628495800934,Low
M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,11.0,55170.5,2,False,False,True,539.0,0.0034846768548972306,Low
M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,11.099999999999966,48084.3,2,False,False,True,504.9,0.006171875260674381,Low
L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,11.0,60400.99999999999,1,False,True,False,836.0,0.0020018189765851555,Low
L,296.2,307.2,1356,43.6,22,0,0,0,0,0,0,11.0,59121.6,1,False,True,False,959.2,0.002338674370089692,Low
M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,10.899999999999975,90087.7,2,False,False,True,1639.1999999999998,0.9244353332006122,Critical
L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,10.899999999999975,51729.2,1,False,True,False,853.2,0.0005276165852503668,Low
L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,10.899999999999975,75652.6,1,False,True,False,1699.4,0.0,Low
L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0,11.0,73674.6,1,False,True,False,1633.7,0.001680625149606087,Low
L,296.3,307.3,1372,57.7,33,0,0,0,0,0,0,11.0,79164.40000000001,1,False,True,False,1904.1,0.0,Low
M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0,10.899999999999975,61795.0,2,False,False,True,1487.5,5.779140957502456e-05,Low
L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,11.0,55297.5,1,False,True,False,1387.0,5.779140957502456e-05,Low
L,296.2,307.3,1881,24.3,40,0,0,0,0,0,0,11.100000000000025,45708.3,1,False,True,False,972.0,0.005358465141446632,Low
L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0,11.100000000000025,51158.9,1,False,True,False,1255.8,0.0009367792021123763,Low
L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,11.100000000000025,54575.0,1,False,True,False,1628.0,5.779140957502456e-05,Low
L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0,11.0,55641.6,1,False,True,False,1692.8,5.779140957502456e-05,Low
M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,11.099999999999966,67417.5,2,False,False,True,2424.0,0.0042016677177233565,Low
L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0,11.099999999999966,58732.8,1,False,True,False,2034.9,5.779140957502456e-05,Low
M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0,11.100000000000025,51990.4,2,False,False,True,1865.6,5.779140957502456e-05,Low
L,296.3,307.4,1760,28.4,56,0,0,0,0,0,0,11.099999999999966,49984.0,1,False,True,False,1590.4,0.0011533275409465055,Low
L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0,11.100000000000025,55918.9,1,False,True,False,2093.8,5.779140957502456e-05,Low
L,296.3,307.4,1648,34.0,60,0,0,0,0,0,0,11.099999999999966,56032.0,1,False,True,False,2040.0,5.779140957502456e-05,Low
H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0,11.100000000000025,59128.0,0,True,False,False,2356.0,0.0005185091015158916,Low
M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0,11.099999999999966,37397.8,2,False,False,True,1279.7,0.0032220919764140883,Low
L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0,11.0,67905.2,1,False,True,False,3388.0,0.004505721099169013,Low
M,296.4,307.5,1684,31.4,72,0,0,0,0,0,0,11.100000000000025,52877.6,2,False,False,True,2260.8,0.0005276165852503668,Low
H,296.4,307.5,1596,35.1,75,0,0,0,0,0,0,11.100000000000025,56019.600000000006,0,True,False,False,2632.5,5.779140957502456e-05,Low
L,296.6,307.6,1498,41.1,80,0,0,0,0,0,0,11.0,61567.8,1,False,True,False,3288.0,5.779140957502456e-05,Low
L,296.7,307.7,1524,36.8,82,0,0,0,0,0,0,11.0,56083.2,1,False,True,False,3017.6,0.00011124985046156657,Low
L,296.7,307.7,1502,43.9,84,0,0,0,0,0,0,11.0,65937.8,1,False,True,False,3687.6,0.0004455867568610737,Low
L,296.6,307.6,1809,25.1,86,0,0,0,0,0,0,11.0,45405.9,1,False,True,False,2158.6,0.0012508134011364235,Low
L,296.6,307.6,1542,37.4,88,0,0,0,0,0,0,11.0,57670.8,1,False,True,False,3291.2,5.779140957502456e-05,Low
L,296.5,307.6,1431,45.2,90,0,0,0,0,0,0,11.100000000000025,64681.2,1,False,True,False,4068.000000000001,0.013963044341964175,Low
L,296.5,307.6,1512,43.6,92,0,0,0,0,0,0,11.100000000000025,65923.2,1,False,True,False,4011.2,0.0003921283159745317,Low
H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,11.100000000000025,74078.4,0,True,False,False,4963.2,0.0,Low
L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,11.100000000000025,63621.8,1,False,True,False,4732.2,5.779140957502456e-05,Low
M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,11.099999999999966,77532.40000000001,2,False,False,True,5312.6,0.0,Low
L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0,11.100000000000025,53834.5,1,False,True,False,3484.0,5.779140957502456e-05,Low
L,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,11.100000000000025,62543.00000000001,1,False,True,False,4685.200000000001,0.0005804898736623702,Low
L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0,11.0,48124.8,1,False,True,False,3110.4,0.0012508134011364235,Low
L,296.6,307.7,1556,37.7,110,0,0,0,0,0,0,11.099999999999966,58661.2,1,False,True,False,4147.0,0.00011124985046156657,Low
L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,11.0,46055.3,1,False,True,False,2676.8,0.0010342650623022943,Low
M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,11.0,51263.7,2,False,False,True,3659.4,0.0005810750261369088,Low
H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,11.0,49623.5,0,True,False,False,3568.5,0.0005810750261369088,Low
L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0,11.0,58312.0,1,False,True,False,4806.8,0.00011124985046156657,Low
L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,11.0,61817.5,1,False,True,False,4898.0,0.00011124985046156657,Low
L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,11.0,57257.2,1,False,True,False,4586.4,0.00011124985046156657,Low
L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0,11.100000000000025,50236.5,1,False,True,False,4006.4,0.0005810750261369088,Low
M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,11.199999999999989,39916.2,2,False,False,True,2769.0,0.0008797041680755826,Low
H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,11.199999999999989,76611.2,0,True,False,False,7155.4,0.0007183219018940876,Low
L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,11.199999999999989,71142.0,1,False,True,False,6913.8,0.0012721791624950487,Low
L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0,11.099999999999966,67228.0,1,False,True,False,6860.0,0.0,Low
M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,11.0,54579.2,2,False,False,True,4657.599999999999,0.004521276629429225,Low
M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,11.099999999999966,62418.7,2,False,False,True,6423.5,0.0008569302544254329,Low
L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,11.099999999999966,43293.6,1,False,True,False,3729.6,0.0019531316637986635,Low
M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,10.900000000000034,62223.2,2,False,False,True,6045.0,0.0004504021514897798,Low
L,296.9,307.8,1466,45.7,153,0,0,0,0,0,0,10.900000000000034,66996.2,1,False,True,False,6992.1,0.0005617571180127662,Low
L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,11.0,66493.8,1,False,True,False,7393.5,0.0006339483145489122,Low
M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,10.900000000000034,45264.0,2,False,False,True,3862.2,0.0032212250628263295,Low
M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,10.900000000000034,54944.4,2,False,False,True,5952.0,0.0004504021514897798,Low
L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,10.900000000000034,69967.5,1,False,True,False,8003.3,0.00115303805664796,Low
M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,10.899999999999975,65326.8,2,False,False,True,7623.000000000001,0.0012832883475145435,Low
L,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,10.800000000000011,67165.0,1,False,True,False,7980.0,0.0032331028216599977,Low
L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0,10.899999999999975,50561.5,1,False,True,False,5389.0,0.0017755556877100357,Low
H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,10.900000000000034,73302.5,0,True,False,False,9374.0,0.0,Low
L,296.9,307.7,1653,35.9,177,0,0,0,0,0,0,10.800000000000011,59342.7,1,False,True,False,6354.3,0.00022742021161325913,Low
